InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Invoice_Date
536798,21874,GIN AND TONIC MUG,6,1.25,17838.0,United Kingdom,2010-12-02 15:55:00
536798,82583,HOT BATHS METAL SIGN,12,2.1,17838.0,United Kingdom,2010-12-02 15:55:00
536798,82583,HOT BATHS METAL SIGN,12,2.1,17838.0,United Kingdom,2010-12-02 15:55:00
536798,21874,GIN AND TONIC MUG,6,1.25,17838.0,United Kingdom,2010-12-02 15:55:00
536846,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,1.25,14573.0,United Kingdom,2010-12-02 19:59:00
536846,21668,RED STRIPE CERAMIC DRAWER KNOB,2,1.25,14573.0,United Kingdom,2010-12-02 19:59:00
536846,21668,RED STRIPE CERAMIC DRAWER KNOB,2,1.25,14573.0,United Kingdom,2010-12-02 19:59:00
536846,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,1.25,14573.0,United Kingdom,2010-12-02 19:59:00
536846,22113,GREY HEART HOT WATER BOTTLE,1,3.75,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,0.85,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20982,12 PENCILS TALL TUBE SKULLS,1,0.85,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20974,12 PENCILS SMALL TUBE SKULL,1,0.65,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20982,12 PENCILS TALL TUBE SKULLS,1,0.85,14573.0,United Kingdom,2010-12-02 19:59:00
536846,22113,GREY HEART HOT WATER BOTTLE,1,3.75,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20983,12 PENCILS TALL TUBE RED RETROSPOT,1,0.85,14573.0,United Kingdom,2010-12-02 19:59:00
536846,20974,12 PENCILS SMALL TUBE SKULL,1,0.65,14573.0,United Kingdom,2010-12-02 19:59:00
536863,20727,LUNCH BAG  BLACK SKULL.,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22384,LUNCH BAG PINK POLKADOT,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536863,20727,LUNCH BAG  BLACK SKULL.,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22383,LUNCH BAG SUKI  DESIGN ,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536863,20986,BLUE CALCULATOR RULER,2,1.25,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,1.25,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2.1,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2.1,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,1.25,17967.0,United Kingdom,2010-12-03 11:19:00
536863,20986,BLUE CALCULATOR RULER,2,1.25,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22384,LUNCH BAG PINK POLKADOT,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536863,22383,LUNCH BAG SUKI  DESIGN ,1,1.65,17967.0,United Kingdom,2010-12-03 11:19:00
536874,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,16891.0,United Kingdom,2010-12-03 11:35:00
536874,84987,SET OF 36 TEATIME PAPER DOILIES,1,1.45,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22914,BLUE COAT RACK PARIS FASHION,1,4.95,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22961,JAM MAKING SET PRINTED,1,1.45,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22914,BLUE COAT RACK PARIS FASHION,1,4.95,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,16891.0,United Kingdom,2010-12-03 11:35:00
536874,84987,SET OF 36 TEATIME PAPER DOILIES,1,1.45,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,16891.0,United Kingdom,2010-12-03 11:35:00
536874,22961,JAM MAKING SET PRINTED,1,1.45,16891.0,United Kingdom,2010-12-03 11:35:00
536945,22956,36 FOIL HEART CAKE CASES,1,2.1,14083.0,United Kingdom,2010-12-03 12:24:00
536945,22956,36 FOIL HEART CAKE CASES,1,2.1,14083.0,United Kingdom,2010-12-03 12:24:00
536945,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,1.25,14083.0,United Kingdom,2010-12-03 12:24:00
536945,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,1.25,14083.0,United Kingdom,2010-12-03 12:24:00
536945,21830,ASSORTED CREEPY CRAWLIES,24,0.42,14083.0,United Kingdom,2010-12-03 12:24:00
536945,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,14083.0,United Kingdom,2010-12-03 12:24:00
536945,20751,FUNKY WASHING UP GLOVES ASSORTED,1,2.1,14083.0,United Kingdom,2010-12-03 12:24:00
536945,21830,ASSORTED CREEPY CRAWLIES,24,0.42,14083.0,United Kingdom,2010-12-03 12:24:00
536981,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,3.75,14723.0,United Kingdom,2010-12-03 14:26:00
536981,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,3.75,14723.0,United Kingdom,2010-12-03 14:26:00
537042,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,13838.0,United Kingdom,2010-12-05 10:45:00
537042,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2.25,13838.0,United Kingdom,2010-12-05 10:45:00
537042,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2.25,13838.0,United Kingdom,2010-12-05 10:45:00
537042,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2.25,13838.0,United Kingdom,2010-12-05 10:45:00
537042,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,13838.0,United Kingdom,2010-12-05 10:45:00
537045,22295,HEART FILIGREE DOVE LARGE,1,1.65,15038.0,United Kingdom,2010-12-05 10:54:00
537045,22296,HEART IVORY TRELLIS LARGE,1,1.65,15038.0,United Kingdom,2010-12-05 10:54:00
537045,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,4.25,15038.0,United Kingdom,2010-12-05 10:54:00
537045,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,4.25,15038.0,United Kingdom,2010-12-05 10:54:00
537045,22296,HEART IVORY TRELLIS LARGE,1,1.65,15038.0,United Kingdom,2010-12-05 10:54:00
537045,22295,HEART FILIGREE DOVE LARGE,1,1.65,15038.0,United Kingdom,2010-12-05 10:54:00
537051,85174,S/4 CACTI CANDLES,1,4.95,15708.0,United Kingdom,2010-12-05 11:12:00
537051,22727,ALARM CLOCK BAKELIKE RED ,2,3.75,15708.0,United Kingdom,2010-12-05 11:12:00
537051,22730,ALARM CLOCK BAKELIKE IVORY,1,3.75,15708.0,United Kingdom,2010-12-05 11:12:00
537051,22727,ALARM CLOCK BAKELIKE RED ,2,3.75,15708.0,United Kingdom,2010-12-05 11:12:00
537051,22730,ALARM CLOCK BAKELIKE IVORY,1,3.75,15708.0,United Kingdom,2010-12-05 11:12:00
537051,22730,ALARM CLOCK BAKELIKE IVORY,1,3.75,15708.0,United Kingdom,2010-12-05 11:12:00
537051,85174,S/4 CACTI CANDLES,1,4.95,15708.0,United Kingdom,2010-12-05 11:12:00
537051,85175,CACTI T-LIGHT CANDLES,32,0.42,15708.0,United Kingdom,2010-12-05 11:12:00
537051,85175,CACTI T-LIGHT CANDLES,32,0.42,15708.0,United Kingdom,2010-12-05 11:12:00
537059,84508B,STRIPES DESIGN TEDDY,1,2.55,14813.0,United Kingdom,2010-12-05 11:54:00
537059,84508B,STRIPES DESIGN TEDDY,1,2.55,14813.0,United Kingdom,2010-12-05 11:54:00
537111,22637,PIGGY BANK RETROSPOT ,1,2.55,14810.0,United Kingdom,2010-12-05 12:08:00
537111,22637,PIGGY BANK RETROSPOT ,1,2.55,14810.0,United Kingdom,2010-12-05 12:08:00
537126,22569,FELTCRAFT CUSHION BUTTERFLY,1,3.75,18118.0,United Kingdom,2010-12-05 12:13:00
537126,22569,FELTCRAFT CUSHION BUTTERFLY,1,3.75,18118.0,United Kingdom,2010-12-05 12:13:00
537131,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2.95,15716.0,United Kingdom,2010-12-05 12:26:00
537131,22810,SET OF 6 T-LIGHTS SNOWMEN,6,2.95,15716.0,United Kingdom,2010-12-05 12:26:00
537133,22480,RED TEA TOWEL CLASSIC DESIGN,1,1.25,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21625,VINTAGE UNION JACK APRON,1,6.95,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21154,RED RETROSPOT OVEN GLOVE ,1,1.25,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21042,RED RETROSPOT APRON ,1,5.95,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21154,RED RETROSPOT OVEN GLOVE ,1,1.25,18156.0,United Kingdom,2010-12-05 12:29:00
537133,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,3.95,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21625,VINTAGE UNION JACK APRON,1,6.95,18156.0,United Kingdom,2010-12-05 12:29:00
537133,21042,RED RETROSPOT APRON ,1,5.95,18156.0,United Kingdom,2010-12-05 12:29:00
537133,22480,RED TEA TOWEL CLASSIC DESIGN,1,1.25,18156.0,United Kingdom,2010-12-05 12:29:00
537133,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,3.95,18156.0,United Kingdom,2010-12-05 12:29:00
537136,22694,WICKER STAR ,1,2.1,12748.0,United Kingdom,2010-12-05 12:42:00
537136,21090,SET/6 COLLAGE PAPER PLATES,2,0.85,12748.0,United Kingdom,2010-12-05 12:42:00
537136,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,1.25,12748.0,United Kingdom,2010-12-05 12:42:00
